CIF,Núm. inscripció,Nom societat,Data constitució,CCAE,Descripció CCAE,Sector,Adreça,CP,Municipi,Comarca,Província,Capital social inicial,Valor nom. Acc. Part.,Núm. total acc/part,Socis,Sòcies (dones),Socis no treballadors,Sòcies no treballadores (dones),Persones jurídiques privades,Persones jurídiques públiques
B62730700,4176,"ASSESSORIA CAPEL I ASSOCIATS, SLL",29/01/2002,[ 741 ],"Activitats jurídiques, de comptabilitat, tenidoria de llibres, auditoria, assessoria fiscal, estudis de mercat i enquestes d'opinió pública ...",SERVEIS,C. BAILEN núm. 161 Pis ENTL. Porta 5È,[ 08037 ],Barcelona,Barcelonès,BARCELONA,6000,10,600,2,1,1,1,0,0
A58653007,621,"ASSESORIA INFORMÀTICA LABORAL, SAL",18/04/1988,[ 748 ],Activitats empresarials diverses,SERVEIS,C. BRUC núm. 85 Pis PRAL. Porta 1A,[ 08009 ],Barcelona,Barcelonès,BARCELONA,2404048,601,4000,2,2,1,1,0,0
B61553020,1869,"VIDEOJOCS NOLDOR, SLL",11/03/1998,[ 52483 ],Comerç al detall de joguines i articles d'esport,SERVEIS,C. ROSALIA DE CASTRO núm. 40,[ 08025 ],Barcelona,Barcelonès,BARCELONA,300508,100169,3,1,1,1,0,0,0
A58919895,845,"ASESORIA INFORMÀTICA SATEL, SAL",13/03/1989,[ 6201 ],Activitats de programació informàtica,SERVEIS,C. BOIX núm. 1,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,1202024,601,200,2,1,2,1,0,0
A60886975,1553,"GADER CONTROL Y GESTIÓN, SAL",17/07/1995,[ 748 ],Activitats empresarials diverses,SERVEIS,C. COMTE BORRELL núm. 179 Pis ENTL. Porta 7A,[ 08015 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,2,1,1,0,0,0
B25419672,2384,"ACABAT 10, SLL",30/03/1999,[ 45211 ],Construcció d'edificis,CONSTRUCCIÓ,PL. SANT PERE núm. 4 Pis 4T Porta 3A,[ 25005 ],Lleida,Segrià,LLEIDA,1294023,43134,30,1,1,1,0,0,0
B61913158,2548,"EXCAVACIONES CASTRO Y FLORES, SLL",27/07/1999,[ 4312 ],Moviments de terres,CONSTRUCCIÓ,parc VALL DE PALAU núm. 14 Pis 6È Porta 2A,[ 08740 ],Sant Andreu De La Barca,Baix Llobregat,BARCELONA,3030,499,606,1,1,1,0,0,0
B25485590,4005,"TALLERES ZINCADO M. CACERES, SLL",06/11/2001,[ 2561 ],Tractament i revestiment de metalls,INDÚSTRIA,pi. B Polígon CAMÍ DELS FRARES Parcel·la 13,[ 25191 ],Lleida,Segrià,LLEIDA,9015,601,1500,2,1,0,0,0,0
B62072277,2750,"SERVICIO ASESORAMIENTO Y GESTION DE FONDOS EDITORIALES, SLL",09/12/1999,[ 4649 ],Comerç a l'engròs d'altres articles d'ús domèstic,SERVEIS,C. GASUACHS Nau D,[ 08430 ],"Roca Del Vallès, La",Vallès Oriental,BARCELONA,602214,601,1002,1,1,1,0,0,0
B61508370,1780,"MARKETING INSTITUCIONAL, SLL",19/01/1998,[ 7311 ],Agències de publicitat,SERVEIS,C. JOSEP TARRADELLES núm. 84-88 Pis 4T Porta 1A,[ 08029 ],Barcelona,Barcelonès,BARCELONA,300506,601,1000,2,1,0,1,0,0
A58488321,541,"UTILLAJES BETULO, SAL",03/02/1988,[ 2841 ],Fabricació de màquines eina per treballar els metalls,INDÚSTRIA,RBLA. SANT JOAN núm. 94,[ 08914 ],Badalona,Barcelonès,BARCELONA,2404048,601,400,2,2,0,0,0,0
B61720348,2063,"BRANSI-4, SLL",31/07/1998,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. BERNAT BRANSI núm. 4,[ 08032 ],Barcelona,Barcelonès,BARCELONA,301107,601,501,1,1,1,0,0,0
B62207832,3682,"MICRANET VILASSAR, SLL",06/06/2001,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,C. SANTA EULÀLIA núm. 41 Pis 1R Porta 3A,[ 08340 ],Vilassar De Mar,Maresme,BARCELONA,1202024,601,2000,3,1,0,0,0,0
A59147561,993,"DIVER-PLÀSTIC, SAL",20/04/1990,[ 2229 ],Fabricació d'altres productes de matèries plàstiques,INDÚSTRIA,C. BORGONYA núm. 6-8 Pis 2N Porta 1A,[ 08031 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,14,14,1,0,0,0
B61398566,1726,"L'ART DEL PINZELL, SLL",22/10/1997,[ 4778 ],Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,SERVEIS,AV. JACQUARD núm. 68,[ 08222 ],Terrassa,Vallès Occidental,BARCELONA,300506,601,500,1,1,1,1,0,0
A58213885,101,"PUNTO 6, SAL",06/02/1987,[ 1391 ],Fabricació de teixits de punt,INDÚSTRIA,C. COSTA BRAVA núm. 22-24 Pis 2N Porta A,[ 08030 ],Barcelona,Barcelonès,BARCELONA,5409109,60101,90,3,3,0,0,0,0
A58258112,40,"FABRICACION Y DISTRIBUCION DE ARTICULOS DEPORTIVOS, SAL",26/11/1986,[ 1419 ],Confecció d'altres tipus de peces de vestir i accessoris,INDÚSTRIA,C. INDÚSTRIA núm. 197 Pis ENTL. Porta 1A,[ 08025 ],Barcelona,Barcelonès,BARCELONA,901518,601,1500,3,3,0,0,0,0
A58337478,225,"TALLERES GAMBUS, SAL",21/05/1987,[ 2562 ],Enginyeria mecànica general per compte d'altri,INDÚSTRIA,C. TORNS núm. 25,[ 08028 ],Barcelona,Barcelonès,BARCELONA,1803036,1803,100,2,2,0,0,0,0
B62459177,3442,"JORMARLYD, SLL",13/02/2001,[ 36110 ],Fabricació de cadires i altres seients,INDÚSTRIA,C. PUIG DEL RABELL núm. 43 Pis 14È Porta 4A,[ 08760 ],Martorell,Baix Llobregat,BARCELONA,314999,35,90,1,1,1,0,0,0
B62221643,2984,"MOTOS DICA, SLL",27/04/2000,[ 4540 ],"Venda, manteniment i reparació de motocicletes, i dels seus recanvis i accessoris",SERVEIS,PG. DE LES TORRES núm. 102-104,[ 08191 ],Rubí,Vallès Occidental,BARCELONA,300506,601,500,1,1,1,1,0,0
A43089150,3,"ESTRUCTURAS NOBLES APLACADAS (SALENA), SAL",22/08/1986,[ 1621 ],Fabricació de fulloles i taulers de fusta,INDÚSTRIA,"CTRA. DE REUS, VIVENDES SALENA Bloc 3 Esc. 6 Pis 1R",[ 43007 ],Tarragona,Tarragonès,TARRAGONA,73323,601,122,58,58,0,0,0,0
B61432571,1686,"BONISSIM, SLL",25/08/1997,[ 51382 ],Comerç a l'engròs d'altres productes alimentaris,SERVEIS,C. SANT PASQUAL BAILON núm. 12 A Pis 2N Porta 2A,[ 08027 ],Barcelona,Barcelonès,BARCELONA,306516,601,51,1,1,1,0,0,0
B61729968,2104,"PUNT CALENT CANOVELLES, SLL",18/09/1998,[ 1581 ],Fabricació de pa i de productes de fleca i pastisseria frescos,INDÚSTRIA,C. SANT JORDI núm. 26,[ 08420 ],Canovelles,Vallès Oriental,BARCELONA,793336,601,132,1,1,1,0,0,0
B63090617,4983,"JUREME XXI, SLL",06/05/2003,[ 2229 ],Fabricació d'altres productes de matèries plàstiques,INDÚSTRIA,"pi. ANDORRA núm. S/N Polígon FONOLLAR,SUR-BULLIDOR",[ 08830 ],Sant Boi De Llobregat,Baix Llobregat,BARCELONA,6310626,70118,90,2,0,1,0,0,0
B62608997,3793,"DORMI-DECOR DESCANS, SLL",24/07/2001,[ 4759 ],"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats",SERVEIS,C. GERMANS TORELL núm. 9,[ 08380 ],Malgrat De Mar,Maresme,BARCELONA,3030,999,303,1,1,1,0,0,0
B61625513,2019,"SUCC. A. CODINA ASSESSORS, SLL",15/07/1998,[ 6910 ],Activitats jurídiques,SERVEIS,C. ADVOCAT CIRERA núm. 32 Pis BAIXOS,[ 08201 ],Sabadell,Vallès Occidental,BARCELONA,312526,3005,104,2,2,0,0,0,0
B43604552,3075,"FORN PA REMOLINS, SLL",27/06/2000,[ 1071 ],Fabricació de pa i de productes de fleca i pastisseria frescos,INDÚSTRIA,C. BENIFALLET núm. 21,[ 43500 ],Tortosa,Baix Ebre,TARRAGONA,3069,3099,99,1,1,1,0,0,0
B61491205,1769,"TALLERES METALURGICOS SENTMENAT, SLL",07/01/1998,[ 2562 ],Enginyeria mecànica general per compte d'altri,INDÚSTRIA,PTGE. TORRE ROJA Polígon CAN CLAPES Nau 16A,[ 08181 ],Sentmenat,Vallès Occidental,BARCELONA,300506,3005,732,2,1,1,0,0,0
A43109206,349,"CONSTRUCCIONS RURALS DELTA, SAL",25/09/1987,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. MESTRE SUNYER núm. 16,[ 43870 ],Amposta,Montsià,TARRAGONA,601012,601,100,2,1,2,1,0,0
A25059890,189,"PAÑERIAS MONTAL, SAL",20/04/1987,[ 524 ],Altres tipus de comerç al detall d'articles nous en establiments especialitzats,SERVEIS,PL. PAERIA núm. 13,[ 25007 ],Lleida,Segrià,LLEIDA,3005061,1202,250,2,1,1,0,0,0
B61570495,1911,"TREBALLS EN JARDINERIA NIETO, SLL",14/04/1998,[ 0130 ],Vivers i conreus de plantes ornamentals,AGRICULTURA,C. GUILLERIES núm. 21 Pis BAIXOS Porta 2A,[ 08320 ],"Masnou, El",Maresme,BARCELONA,360607,3005,120,1,1,1,0,0,0
A58672114,726,"MOVI 2, SAL",29/09/1988,[ 4520 ],Manteniment i reparació de vehicles de motor,SERVEIS,C. NEBOT núm. 2-3-4,[ 08930 ],Sant Adrià De Besòs,Barcelonès,BARCELONA,601012,601,1000,3,2,0,0,0,0
B63802912,5997,"OMEGA MEDI AMBIENT I CONSULTORS, SLL",03/06/2005,[ 741 ],"Activitats jurídiques, de comptabilitat, tenidoria de llibres, auditoria, assessoria fiscal, estudis de mercat i enquestes d'opinió pública ...",SERVEIS,C. SERRA DE LA MARINA núm. 9 Pis 4T Porta 2A,[ 08120 ],"Llagosta, La",Vallès Oriental,BARCELONA,54000,10,5400,1,1,0,1,0,0
A58372160,249,"CONSTRUC-5, SAL",11/06/1987,[ 4339 ],Altres treballs d'acabament d'edificis,CONSTRUCCIÓ,C. SANTIAGO núm. 29 Pis CASA Porta 5,[ 08290 ],Cerdanyola Del Vallès,Vallès Occidental,BARCELONA,300506,601,500,3,2,0,0,0,0
B61740221,2188,"C.J.R. FUSTERIA ALUMINI, SLL",11/11/1998,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,C. JACINT VERDAGUER núm. 12 Pis LOCAL Porta 2,[ 08755 ],Castellbisbal,Vallès Occidental,BARCELONA,301107,601,501,1,1,1,0,0,0
A17148297,607,"INJECCIÓ DE PLASTIC INDUSTRIAL, SAL",23/03/1988,[ 2229 ],Fabricació d'altres productes de matèries plàstiques,INDÚSTRIA,C. MAJOR DE SANTA MAGDALENA núm. 2,[ 17857 ],Sant Joan Les Fonts,Garrotxa,GIRONA,1803036,1803,1000,2,1,1,1,0,0
B62045299,2821,"MUNTANER CAFE, SLL",21/01/2000,[ 5630 ],Establiments de begudes,SERVEIS,C. MUNTANER núm. 183,[ 08036 ],Barcelona,Barcelonès,BARCELONA,306516,601,510,1,1,1,1,0,0
A43254580,1060,"RECTIFICADOS EUROPA, SAL",19/07/1991,[ 2711 ],"Fabricació de motors, transformadors i generadors elèctrics",INDÚSTRIA,pi.  Parcel·la 22 Nau 8,[ 43001 ],Tarragona,Tarragonès,TARRAGONA,6010121,601,10000,2,1,2,1,0,0
B62371117,3310,"MOBLES MAGRANS, SLL",05/12/2000,[ 4759 ],"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats",SERVEIS,C. PROVENÇA núm. 50 Pis BAIXOS,[ 08226 ],Terrassa,Vallès Occidental,BARCELONA,3006,1002,300,1,1,1,0,0,0
B61957528,2528,"TELE-MONTADITOS, SLL",15/07/1999,[ 553 ],Restaurants,SERVEIS,AV. DEL PARQUE núm. 38 Pis ENTL. 2A Porta B,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,315531,3005,105,1,1,1,0,0,0
B62380670,3367,"NEW BLUE TECHNOLOGY, SLL",15/01/2001,[ 4651 ],"Comerç a l'engròs d'ordinadors, equips perifèrics i programes informàtics",SERVEIS,AV. DEL CARRILET núm. 353 Pis BAIXOS 1R Porta ENT,[ 08901 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,301107,601,501,1,1,1,0,0,0
A60596046,1480,"NOURRIS, SAL",19/12/1994,[ 1320 ],Fabricació de teixits tèxtils,INDÚSTRIA,C. RIERA DE TARGA núm. 55 Nau 2,[ 08339 ],Vilassar De Dalt,Maresme,BARCELONA,15025303,601,455,2,2,0,0,0,0
B63175129,5129,"EXCAVACIONES SALLES, SLL",24/07/2003,[ 4311 ],Demolició d'immobles,CONSTRUCCIÓ,C. LA BOLIVA núm. 25,[ 08205 ],Sabadell,Vallès Occidental,BARCELONA,3006,2599,3006,1,1,1,0,0,0
B62040498,2651,"EUROCOAT 2000, SLL",04/10/1999,[ 4334 ],Pintura i vidrieria,CONSTRUCCIÓ,pi. SANT MARTÍ núm. S/N Nau 5-12,[ 08107 ],Martorelles,Vallès Oriental,BARCELONA,300506,601,500,3,2,1,0,0,0
A58437807,603,"OLD-MAN, SAL",22/03/1988,[ 1419 ],Confecció d'altres tipus de peces de vestir i accessoris,INDÚSTRIA,pla DE L'ATMETLLERA núm. 2,[ 08225 ],Terrassa,Vallès Occidental,BARCELONA,48081,601,80,2,1,1,0,0,0
A58919077,822,"JOFRAN SOLADOS Y ALICATADOS, SAL",21/02/1989,[ 4339 ],Altres treballs d'acabament d'edificis,CONSTRUCCIÓ,AV. GAVA núm. 78 Bloc MUGA Pis 1R,[ 08840 ],Viladecans,Baix Llobregat,BARCELONA,1202024,601,2000,2,1,1,0,0,0
B61995536,2682,"ALBESA Y LOPEZ, SLL",28/10/1999,[ 553 ],Restaurants,SERVEIS,C. CORSEGA núm. 491,[ 08025 ],Barcelona,Barcelonès,BARCELONA,300506,3005,100,1,1,1,1,0,0
B61838017,2302,"ARPA MOTORS, SLL",12/02/1999,[ 4511 ],Venda d'automòbils i vehicles de motor lleuger,SERVEIS,C. ARCADI BALAGUER núm. 87 Pis LOCAL,[ 08860 ],Castelldefels,Baix Llobregat,BARCELONA,6010121,601,2000,2,1,1,0,0,0
B61829974,2274,"FUSTERIA CARDEDEU, SLL",21/01/1999,[ 1629 ],"Fabricació d'altres productes de fusta; fabricació de productes de suro, cistelleria i esparteria",INDÚSTRIA,C. TARRAGONA núm. 14 Pis 2N Porta 1A,[ 08440 ],Cardedeu,Vallès Oriental,BARCELONA,300506,3005,100,1,1,1,1,0,0
B61451233,1833,"STAND & OCEAN, SLL",20/02/1998,[ 6209 ],Altres serveis relacionats amb les tecnologies de la informació,SERVEIS,C. SAGRADA FAMÍLIA núm. 95,[ 08810 ],Sant Pere De Ribes,Garraf,BARCELONA,300506,601,500,1,1,1,0,0,0
A58290792,171,"IMPERMEABILIZACIONES BUTILICAS, SAL",06/04/1987,[ 4339 ],Altres treballs d'acabament d'edificis,CONSTRUCCIÓ,C. FERLANDINA núm. 39 Pis BAIXOS,[ 08001 ],Barcelona,Barcelonès,BARCELONA,1202024,3005,400,9,9,1,0,0,0
A17414780,1502,"PLANCHISTERIA MECANICA CUATRE VENTS, SAL",13/02/1995,[ 527 ],Reparació d'efectes personals i efectes domèstics,SERVEIS,C. GABARRES núm. 15,[ 17300 ],Blanes,Selva,GIRONA,6010121,3005,2000,2,1,1,0,0,0
A59095281,980,"TECNICAL-CENTRE TECNOLÒGIC DEL BAGES, SAL",26/02/1990,[ 748 ],Activitats empresarials diverses,SERVEIS,C. DOCTOR ZAMENHOFF núm. 27 Pis BAIXOS,[ 08240 ],Manresa,Bages,BARCELONA,6010121,601,100,2,2,2,1,0,0
B61627485,1938,"OLESA MODAS KORA, SLL",13/05/1998,[ 4771 ],Comerç al detall de peces de vestir en establiments especialitzats,SERVEIS,PL. CATALUNYA núm. 30 Pis BAIXOS,[ 08640 ],Olesa De Montserrat,Baix Llobregat,BARCELONA,306516,601,510,1,1,1,0,0,0
B61736849,2108,"L'ARCA DEL CAFE, SLL",22/09/1998,[ 1071 ],Fabricació de pa i de productes de fleca i pastisseria frescos,INDÚSTRIA,C. CARRERAS I CANDI núm. 89,[ 08028 ],Barcelona,Barcelonès,BARCELONA,300506,601,500,1,1,1,1,0,0
A58735168,718,"DRADISA, SAL",08/09/1988,[ 2829 ],Fabricació d'altre tipus de maquinària d'ús general ncaa,INDÚSTRIA,moll ZONA SERVEIS,[ 08800 ],Vilanova I La Geltrú,Garraf,BARCELONA,3606073,30051,120,2,2,0,0,0,0
B61648937,1962,"PISCICULTURA SUPERIOR, SLL",05/06/1998,[ 4623 ],Comerç a l'engròs d'animals vius,SERVEIS,AV. D'ESPANYA núm. 112 Pis SEMISOTERR,[ 08150 ],Parets Del Vallès,Vallès Oriental,BARCELONA,1803036,601,18030,3,0,1,0,0,0
A58092198,353,"COMERCIAL GAUDI, SAL",28/09/1987,[ 1610 ],Serrada i planejament de la fusta,INDÚSTRIA,C. PALAUDARIES núm. S/N Nau 3,[ 08185 ],Lliçà De Vall,Vallès Oriental,BARCELONA,6058202,2404,252,4,3,0,0,0,0
A43387463,1338,"HIDROSERVEI REUS, SAL",24/12/1993,[ 3314 ],Reparació d'equips elèctrics,INDÚSTRIA,C. MIAMI núm. 14,[ 43205 ],Reus,Baix Camp,TARRAGONA,6010121,60101,100,3,2,0,0,0,0
A61046439,1594,"MADERA APLICADA EN EBANISTERIA, SAL",28/02/1996,[ 3109 ],Fabricació d'altres tipus de mobles,INDÚSTRIA,C. GARROTXA núm. S/N,[ 08211 ],Castellar Del Vallès,Vallès Occidental,BARCELONA,6010121,601,10000,2,2,0,0,0,0
A05841846,1066,"AUXILIAR DE RESTAURACIÓN, SAL",28/08/1991,[ 74 ],Altres activitats empresarials,SERVEIS,C. LEON XIII núm. 11 BIS,[ 08911 ],Badalona,Barcelonès,BARCELONA,601012,601,1000,3,2,0,0,0,0
A61154266,1613,"ASOCIACION PARA ENTRETENIMIENTOS VARIOS, SAL",24/07/1996,[ 9200 ],Activitats relacionades amb els jocs d'atzar i les apostes,SERVEIS,"urb. CAN RUBIROLAS, C/ CREU ROJA núm. S/N",[ 08640 ],Olesa De Montserrat,Baix Llobregat,BARCELONA,6010121,601,1000,2,1,2,1,0,0
A58992074,1010,"IMPERMEABILIZACIONES TEYSAN, SAL",16/07/1990,[ 4399 ],Altres activitats especialitzades de la construcció ncaa,CONSTRUCCIÓ,AV. SANT ILDEFONS núm. 19 Pis 4T Porta 1A,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,601012,601,100,2,2,0,0,0,0
B61876470,2334,"I.P.S. INSTAL·LACIONS, SLL",05/03/1999,[ 453 ],Instal·lacions d'edificis i obres,CONSTRUCCIÓ,CTRA. DE MOJA núm. 7 Pis BAIXOS,[ 08720 ],Vilafranca Del Penedès,Alt Penedès,BARCELONA,1514551,601,2520,1,1,1,0,0,0
A17132598,261,"VIDEO DELTA, SAL",22/06/1987,[ 744 ],Publicitat,SERVEIS,C. PEDRET núm. 1 Pis BAIXOS,[ 17007 ],Girona,Gironès,GIRONA,60101,601,100,2,2,0,0,0,0
B62064985,2692,"TELEFONIA SANT FELIU, SLL",04/11/1999,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,CTRA. LAUREÀ MIRÓ núm. 248,[ 08980 ],Sant Feliu De Llobregat,Baix Llobregat,BARCELONA,301107,601,501,1,1,1,0,0,0
B61633541,1936,"ICONO-CAFE PC, SLL",13/05/1998,[ 5630 ],Establiments de begudes,SERVEIS,PL. SANTA ANNA núm. 5 Pis LOCAL Porta 1,[ 08760 ],Martorell,Baix Llobregat,BARCELONA,3606073,60101,60,1,1,1,0,0,0
A58390592,330,"ASESORIA Y GESTIÓN PRISMA, SAL",08/09/1987,[ 741 ],"Activitats jurídiques, de comptabilitat, tenidoria de llibres, auditoria, assessoria fiscal, estudis de mercat i enquestes d'opinió pública ...",SERVEIS,C. PALOMAR núm. 22,[ 08030 ],Barcelona,Barcelonès,BARCELONA,1202024,601,2000,3,2,0,0,0,0
A61119111,1605,"MORUSUMA, SAL",28/05/1996,[ 4754 ],Comerç al detall d'electrodomèstics en establiments especialitzats,SERVEIS,C. JOSEP M. CUYAS I TOLOSA núm. 9-11,[ 08917 ],Badalona,Barcelonès,BARCELONA,6010121,601,1000,1,1,1,0,0,0
A58302894,150,"MUEBLES FREDISA, SAL",24/03/1987,[ 3109 ],Fabricació d'altres tipus de mobles,INDÚSTRIA,C. INDÚSTRIA núm. 18 Polígon CAN CORTÉS,[ 08184 ],Palau-Solità I Plegamans,Vallès Occidental,BARCELONA,199536,601,332,2,2,0,0,0,0
B62112420,2806,"CLAMINE, SLL",17/01/2000,[ 7420 ],Activitats de fotografia,SERVEIS,AV. MISTRAL núm. 6-8 Pis BAIXOS Porta TEN,[ 08015 ],Barcelona,Barcelonès,BARCELONA,301107,601,501,2,1,0,0,0,0
N00004853,918,"CAL-TEX, SAL",20/06/1989,[ 1391 ],Fabricació de teixits de punt,INDÚSTRIA,CAMÍ RAL núm. 18,[ 08301 ],Mataró,Maresme,BARCELONA,841417,601,140,4,3,0,0,0,0
B61907838,2482,"GOURMESTYL, SLL",03/06/1999,[ 522 ],"Comerç al detall d'aliments, begudes i tabac en establiments especialitzats",SERVEIS,C. LAFORJA núm. 80 Pis BAIXOS,[ 08021 ],Barcelona,Barcelonès,BARCELONA,6004111,601,999,1,1,1,0,0,0
B61508966,2247,"LABARIAS PERRUQUERS, SLL",21/12/1998,[ 9602 ],Perruqueria i altres tractaments de bellesa,SERVEIS,C. SANT DOMENEC núm. 31 Pis BAIXOS,[ 08221 ],Terrassa,Vallès Occidental,BARCELONA,30291,4808,63,1,1,1,0,0,0
B61796496,2251,"BANDERES TAPICERIA I MODA, SLL",28/12/1998,[ 4641 ],Comerç a l'engròs de tèxtils,SERVEIS,C. SANT LLORENÇ núm. 38,[ 08230 ],Matadepera,Vallès Occidental,BARCELONA,301107,601,501,1,1,1,0,0,0
A58233214,13,"OFINDECO, SAL",16/10/1986,[ 524 ],Altres tipus de comerç al detall d'articles nous en establiments especialitzats,SERVEIS,C. SIMANQUES núm. 3,[ 08913 ],Badalona,Barcelonès,BARCELONA,99167,601,165,2,1,2,1,0,0
B61985255,2549,"ARIZONA 99, SLL",27/07/1999,[ 7721 ],Lloguer d'articles d'oci i esportius,SERVEIS,C. FRANCISCO GINER núm. 29 Pis TENDA Porta 2A,[ 08012 ],Barcelona,Barcelonès,BARCELONA,301201,1,3012,1,1,1,0,0,0
A58273707,19,"HEROTEC, SAL",29/10/1986,[ 2320 ],Fabricació de productes ceràmics refractaris,INDÚSTRIA,pi. BOADA VELL núm. S/N,[ 08184 ],Palau-Solità I Plegamans,Vallès Occidental,BARCELONA,1803036,601,300,3,2,0,0,0,0
A08918922,472,"MANUFACTURAS TEXTILES T.B., SAL",03/12/1987,[ 1330 ],Acabament de tèxtils,INDÚSTRIA,C. RAMON LLULL,[ 08750 ],Molins De Rei,Baix Llobregat,BARCELONA,74297116,601,123620,15,15,0,0,0,0
A60822905,1540,"MECAPLAUTO, SAL",01/06/1995,[ 504 ],"Venda, manteniment i reparació de motocicletes i ciclomotors, i dels seus recanvis i accessoris",SERVEIS,C. DIPUTACIÓ núm. 439-441,[ 08013 ],Barcelona,Barcelonès,BARCELONA,14424291,601,2400,2,2,1,1,0,0
A58302753,213,"GRUPO OPTICO NACIONAL, SAL",11/05/1987,[ 524 ],Altres tipus de comerç al detall d'articles nous en establiments especialitzats,SERVEIS,C. BALMES núm. 135 Pis TENDA Porta 1A,[ 08008 ],Barcelona,Barcelonès,BARCELONA,300506,601,500,2,1,1,0,0,0
A58720335,711,"ROBLEZA, SAL",10/08/1988,[ 748 ],Activitats empresarials diverses,SERVEIS,C. ENRIC GRANADOS núm. 36 Pis BAIXOS Porta 1A,[ 08210 ],Barberà Del Vallès,Vallès Occidental,BARCELONA,721215,601,120,2,2,0,0,0,0
B61531026,1915,"SITGES CAFES, SLL",24/04/1998,[ 4652 ],Comerç a l'engròs d'equips electrònics i de telecomunicacions i els seus components,SERVEIS,C. PREVISIÓ núm. 1 Pis LOCAL Porta 1,[ 08970 ],Sant Joan Despí,Baix Llobregat,BARCELONA,1202024,1202,100,1,1,1,1,0,0
A60103538,1153,"ANDARINES, SAL",22/09/1992,[ 4941 ],"Transport de mercaderies per carretera, excepte servei de mudances",SERVEIS,C. BESÓS núm. 4 Polígon CADESBANK,[ 08291 ],Ripollet,Vallès Occidental,BARCELONA,6010121,60101,100,2,2,0,0,0,0
A60334893,1283,"GAL BARBERÀ, SAL",20/07/1993,[ 2561 ],Tractament i revestiment de metalls,INDÚSTRIA,C. PUIG DELS TUDONS núm. 1-3-7 Pis TALLERS Porta 8 Polígon SANTIGA Nau 67,[ 08210 ],Barberà Del Vallès,Vallès Occidental,BARCELONA,6010121,601,1000,3,3,1,0,0,0
B61532412,1852,"GDO PLUS, SLL",02/03/1998,[ 9499 ],Altres activitats associatives ncaa,SERVEIS,C. AULADELL núm. 6 Pis BAIXOS Porta 1A,[ 08190 ],Sant Cugat Del Vallès,Vallès Occidental,BARCELONA,306516,1022,300,1,1,1,0,0,0
A58463852,590,"DIST 2000, SAL",18/03/1988,[ 4618 ],Intermediaris del comerç especialitzat en la venda d'altres productes,SERVEIS,C. VINAROS núm. 33 Pis 1R Porta 2A,[ 08906 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,14123784,3005,4700,3,3,0,0,0,0
B61425443,1688,"DESERT EXPRESS, SLL",25/08/1997,[ 1083 ],"Elaboració de cafè, te i infusions",INDÚSTRIA,pi. C/ DEL MIG núm. 14 B Polígon PLA D'EN COLL,[ 08110 ],Montcada I Reixac,Vallès Occidental,BARCELONA,300506,601,5000,3,2,1,0,0,0
A43118009,837,"CRISTAL Y ALUMINIO, SAL",01/03/1989,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,"CTRA. DE VILALLONGA Km. 2,800",[ 43470 ],"Selva Del Camp, La",Baix Camp,TARRAGONA,901518,601,1500,2,1,1,1,0,0
B61950259,2472,"DECAPES Y BARNIZADOS ALES, SLL",25/05/1999,[ 4334 ],Pintura i vidrieria,CONSTRUCCIÓ,C. PONENT núm. 109 Pis 2N Porta 2A,[ 08397 ],Pineda De Mar,Maresme,BARCELONA,360607,2404,150,1,1,1,0,0,0
A58092206,475,"PRODUCTOS BON-PA, SAL",04/12/1987,[ 1071 ],Fabricació de pa i de productes de fleca i pastisseria frescos,INDÚSTRIA,C. RIERETA núm. 37,[ 08001 ],Barcelona,Barcelonès,BARCELONA,6490931,601,1080,8,7,0,0,0,0
A58444084,445,"EUROTECHOS, SAL",23/11/1987,[ 4339 ],Altres treballs d'acabament d'edificis,CONSTRUCCIÓ,via DE LES CORTS CATALANES núm. 581 Pis 5È Porta C,[ 08011 ],Barcelona,Barcelonès,BARCELONA,601012,601,100,2,1,1,0,0,0
B62798822,4276,"ESTRUCTURAS Y REFORMAS CUADROS Y SERON, SLL",13/03/2002,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. DON PELAYO núm. 34 Pis 2N,[ 08914 ],Badalona,Barcelonès,BARCELONA,3006,1002,300,3,0,0,0,0,0
