CIF;Núm. inscripció;Nom societat;Data constitució;CCAE;Descripció CCAE;Sector;Adreça;CP;Municipi;Comarca;Província;Capital social inicial;Valor nom. Acc. Part.;Núm. total acc/part;Socis;Sòcies (dones);Socis no treballadors;Sòcies no treballadores (dones);Persones jurídiques privades;Persones jurídiques públiques;Year
A58279019;107;FÁBRICA DE ALTAVOCES Y BAFLES, SAL;1987-02-09;[ 2640 ];Fabricació de productes electrònics de consum;INDÚSTRIA;C. SEVILLA núm. 6;[ 08740 ];Sant Andreu De La Barca;Baix Llobregat;BARCELONA;104264.86603440193;601.0;28865;2;2;0;0;0;0;2023
B25531278;5440;DALMONTON'S, SLL;2004-03-17;[ 4776 ];Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia i aliments per a animals domèstics en establiments especialitzats;SERVEIS;C. ENRIC ARDERIU núm. 2 Pis 3R Porta 1A;[ 25005 ];Lleida;Segrià;LLEIDA;3024.0;6.0;504;2;0;0;2;0;0;2023
B62525027;3631;ASESORES DE SEGURIDAD ELECTRONICA, SLL;2001-05-15;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;C. COMTE D'URGELL núm. 188 Pis 1R Porta 1A;[ 08036 ];Barcelona;Barcelonès;BARCELONA;2167.291719255226;10025.0;60;2;1;0;0;0;0;2023
B61874079;2414;EL REFUGI DEL PESCADOR, SLL;1999-04-20;[ 517 ];Altres tipus de comerç a l'engròs;SERVEIS;PL. INFANTS núm. 16 Pis BAIXOS;[ 08240 ];Manresa;Bages;BARCELONA;1806.0774343995288;601.0;500;1;1;1;0;0;0;2023
A59110809;987;VIALS DEL MARESME, SAL;1990-03-26;[ 4313 ];Perforacions i sondatges;CONSTRUCCIÓ;bda. ESPEÑAS núm. 9;[ 08301 ];Mataró;Maresme;BARCELONA;101237.8805909151;601.0;28027;8;7;0;0;0;0;2023
A43095090;343;COMPAÑIA INDUSTRIAL TARRACONENSE, SAL;1987-09-23;[ 4618 ];Intermediaris del comerç especialitzat en la venda d'altres productes;SERVEIS;AV. PAÏSOS CATALANS núm. 169-173 Pis BAIXOS;[ 43205 ];Reus;Baix Camp;TARRAGONA;10836.464606397172;601.0;300;2;1;1;1;0;0;2023
A17149485;678;OLOTPLAST, SAL;1988-06-28;[ 2229 ];Fabricació d'altres productes de matèries plàstiques;INDÚSTRIA;CTRA. DE SANTA PAU núm. S/N;[ 17800 ];Olot;Garrotxa;GIRONA;2167.291719255226;601.0;600;3;3;0;0;0;0;2023
B61721031;2381;FINCAS SELI, SLL;1999-03-29;[ 6831 ];Agents de la propietat immobiliària;SERVEIS;C. RECTORIA núm. 20;[ 08850 ];Gavà;Baix Llobregat;BARCELONA;1809.6895171468755;601.0;501;1;1;1;0;0;0;2023
A58297862;116;3 D SISTEMAS, SAL;1987-02-12;[ 4651 ];Comerç a l'engròs d'ordinadors, equips perifèrics i programes informàtics;SERVEIS;C. MADRAZO núm. 28 Pis BAIXOS;[ 08006 ];Barcelona;Barcelonès;BARCELONA;1806.0774343995288;3005.0;100;2;1;1;0;0;0;2023
B17525023;1741;ASTUR SANT NARCIS, SLL;1997-11-14;[ 6810 ];Compravenda de béns immobiliaris per compte propi;SERVEIS;PL. CATALUNYA núm. 1-2 Pis 4T Porta 1A;[ 17002 ];Girona;Gironès;GIRONA;1806.0774343995288;601.0;50;1;1;1;1;0;0;2023
B62491550;3504;NEW TANA, SLL;2001-03-14;[ 72210 ];Edició de programes informàtics;SERVEIS;C. TRAVESSERA DE DALT núm. 77 Pis ÀTIC Porta 1A;[ 08024 ];Barcelona;Barcelonès;BARCELONA;1809.6895171468755;1.0;501;1;1;1;0;0;0;2023
B63077846;4843;CANTALLOPS-DIAZ, SLL;2003-02-03;[ 5630 ];Establiments de begudes;SERVEIS;C. BAILEN núm. 166 Pis BOTIGA Porta 2A;[ 08037 ];Barcelona;Barcelonès;BARCELONA;3006.0;3006.0;100;1;2;0;1;0;0;2023
B61632246;1940;INDEX SENYALITZACIO INTEGRAL D'ESPAIS, SLL;1998-05-14;[ 2790 ];Fabricació d'altres tipus de materials i equips elèctrics;INDÚSTRIA;AV. de la electricidad núm. 1-21 Bloc edifici Esc. europa Pis local 1-4;[ 08191 ];Rubí;Vallès Occidental;BARCELONA;2167.291719255226;601.0;600;1;1;1;1;0;0;2023
A08962763;505;COMPONENTES ELECTRÓNICOS DE L'HOSPITALET, SAL;1988-01-11;[ 2640 ];Fabricació de productes electrònics de consum;INDÚSTRIA;RBLA. MARINA núm. 488;[ 08907 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;108725.87837919056;601.0;30100;17;16;0;0;0;0;2023
A58248766;16;ELECE, SAL;1986-10-28;[ 222 ];Arts gràfiques i activitats dels serveis que s'hi relacionen;INDÚSTRIA;C. GASÒMETRE núm. S/N;[ 08223 ];Terrassa;Vallès Occidental;BARCELONA;44248.9031529095;601.0;1225;5;5;0;0;0;0;2023
A60238607;1273;TROFEOS AURUM, SAL;1993-06-28;[ 524 ];Altres tipus de comerç al detall d'articles nous en establiments especialitzats;SERVEIS;C. VERGE DE LOURDES núm. 9 Pis BAIXOS;[ 08330 ];Premià De Mar;Maresme;BARCELONA;36121.55469811162;601.0;10000;2;1;1;0;0;0;2023
A60495215;1399;C.L.I. TRANS SPAIN, SAL;1994-04-14;[ 6024 ];Transport de mercaderies per carretera;SERVEIS;PG. SANLLEHÍ núm. S/N Nau 15;[ 08213 ];Polinyà;Vallès Occidental;BARCELONA;36121.55469811162;601.0;1000;3;2;1;0;0;0;2023
B61785846;2757;TRABALON-GIMENO PASTISSERS, SLL;1999-12-14;[ 1071 ];Fabricació de pa i de productes de fleca i pastisseria frescos;INDÚSTRIA;C. ERMITA núm. 49;[ 08902 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;1809.6895171468755;601.0;501;2;1;0;0;0;0;2023
A08192627;359;TRANSO, SAL;1987-10-02;[ 45 ];Construcció;CONSTRUCCIÓ;C. LLIBERTAT núm. 16-18;[ 08800 ];Vilanova I La Geltrú;Garraf;BARCELONA;45151.941870109265;3005.0;2500;2;1;1;0;0;0;2023
A60556438;1441;HIGHTECH FINQUES, SAL;1994-09-19;[ 721 ];Consulta d'equips informàtics;SERVEIS;C. ALBERT EINSTEIN núm. S/N Bloc FORUM DE L Pis 3R;[ 08042 ];Barcelona;Barcelonès;BARCELONA;36121.55469811162;601.0;10000;2;1;1;0;0;0;2023
B62871710;4467;GESTSITGES, SLL;2002-06-18;[ 6920 ];Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal;SERVEIS;CTRA. DE LES COSTES núm. 7 Pis BAIXOS Porta LOC;[ 08870 ];Sitges;Garraf;BARCELONA;3010.0;602.0;500;2;0;0;2;0;0;2023
A58321662;152;VIRROBAL, SAL;1987-03-24;[ 5630 ];Establiments de begudes;SERVEIS;C. LEPANT núm. 256;[ 08013 ];Barcelona;Barcelonès;BARCELONA;3612.1548687990576;601.0;100;2;1;1;0;0;0;2023
B17545922;2121;ISAMEN 98, SLL;1998-09-30;[ 551 ];Hotels;SERVEIS;C. LA FONT núm. 7;[ 17256 ];Pals;Baix Empordà;GIRONA;1806.0774343995288;601.0;500;1;1;1;1;0;0;2023
A60423118;1352;MATERIAL TÈCNICO RUBI, SAL;1994-01-17;[ 516 ];Comerç a l'engròs de maquinària i equips;SERVEIS;gv DE LES CORTS CATALANES núm. 630 Pis 4T;[ 08007 ];Barcelona;Barcelonès;BARCELONA;36121.55469811162;601.0;10000;2;2;0;0;0;0;2023
B61788428;2214;CONSTRUCCIONS TOT-BE, SLL;1998-12-01;[ 45211 ];Construcció d'edificis;CONSTRUCCIÓ;C. GAMBÚS núm. 44 BIS Pis LOCAL;[ 08208 ];Sabadell;Vallès Occidental;BARCELONA;1806.0774343995288;601.0;4500;2;1;0;0;0;0;2023
A58323619;160;IDEA SOFTWARE, SAL;1987-03-26;[ 524 ];Altres tipus de comerç al detall d'articles nous en establiments especialitzats;SERVEIS;C. SANT MIQUEL núm. 55;[ 08911 ];Badalona;Barcelonès;BARCELONA;1444.863149543832;1202.0;200;2;1;2;1;0;0;2023
B62262290;3105;TALLERES MEFRETOR, SLL;2000-07-24;[ 2562 ];Enginyeria mecànica general per compte d'altri;INDÚSTRIA;C. LEPANT núm. 74 Nau 4;[ 08223 ];Terrassa;Vallès Occidental;BARCELONA;1809.6895171468755;601.0;501;2;1;0;0;0;0;2023
A60237542;1236;INSTALACIONES E INGENIERIA ELECTRICA AMPLITEC, SAL;1993-04-29;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;C. PICASSO núm. 69 Pis BAIXOS;[ 08100 ];Mollet Del Vallès;Vallès Oriental;BARCELONA;36121.55469811162;601.0;10000;4;3;1;1;0;0;2023
A59339176;1014;FRAPEMA, SAL;1990-09-18;[ 1623 ];Fabricació d'altres estructures de fusta i peces de fusteria i ebenisteria per a la construcció, excepte els terres de fusta;INDÚSTRIA;PTGE. PARTICULAR CAN PARELLADA Pis LOCAL Porta K;[ 08901 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;36121.55469811162;601.0;10000;3;3;1;0;0;0;2023
A58322553;122;ESCUELA DE INSERCIÓN PROFESIONAL, SAL;1987-02-23;[ 802 ];Ensenyament secundari;SERVEIS;PL. PRAT DE LA RIBA núm. 35;[ 08017 ];Barcelona;Barcelonès;BARCELONA;361.21428485569703;3005.0;20;2;1;1;0;0;0;2023
A58613209;848;MOBILIARIO INTERIOR, SAL;1989-03-15;[ 3109 ];Fabricació d'altres tipus de mobles;INDÚSTRIA;pi.  núm. S/N Polígon CAN CASTELL;[ 08420 ];Canovelles;Vallès Oriental;BARCELONA;3901.127498707824;5409.0;120;2;2;0;0;0;0;2023
A58777632;702;ELÈCTRICA TORRENTE, SAL;1988-07-29;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;C. RIUS I CARRIÓ núm. 42;[ 08904 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;3612.1548687990576;601.0;100;2;2;0;0;0;0;2023
A58919051;841;FAMESCO, SAL;1989-03-08;[ 1812 ];Altres activitats d'impressió i arts gràfiques;INDÚSTRIA;C. BALMES núm. 195 Pis 3R Porta 4A;[ 08006 ];Barcelona;Barcelonès;BARCELONA;85134.8911567079;601.0;23569;7;7;0;0;0;0;2023
A60188026;1269;CEPRAT, SAL;1993-06-21;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;urb. LES GINESTERES núm. 95;[ 08310 ];Argentona;Maresme;BARCELONA;36121.55469811162;1202.0;5000;3;2;0;0;0;0;2023
B61825501;2319;CERRAMIENTOS TIANA, SLL;1999-02-25;[ 2512 ];Fabricació de tancaments metàl·lics;INDÚSTRIA;C. TORRENT núm. S/N;[ 08391 ];Tiana;Maresme;BARCELONA;1806.0774343995288;601.0;500;2;1;0;0;0;0;2023
A60152360;1173;PESCADOS Y MARISCOS HIREMAR, SAL;1992-11-02;[ 522 ];Comerç al detall d'aliments, begudes i tabac en establiments especialitzats;SERVEIS;NC MERCAT MUNICIPAL CAN SERRA núm. PARADA;[ 08906 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;36121.55469811162;601.0;1000;2;2;0;0;0;0;2023
B61757449;2152;BARNAFLOR 2000, SLL;1998-10-22;[ 0161 ];Activitats de suport a l'agricultura;AGRICULTURA;C. SANT CRIST núm. S/N;[ 08340 ];Vilassar De Mar;Maresme;BARCELONA;2167.291719255226;601.0;600;1;1;1;0;0;0;2023
B43448448;1918;L'ESTRUC PARK, SLL;1998-04-28;[ 4641 ];Comerç a l'engròs de tèxtils;SERVEIS;CAMÍ D'ALBINYANA Km. 1;[ 43884 ];Bonastre;Baix Penedès;TARRAGONA;2167.291719255226;601.0;60;1;1;1;0;0;0;2023
B62463344;3457;COMERCIAL BAIDES XXI, SLL;2001-02-19;[ 513 ];Comerç a l'engròs de productes alimentaris, begudes i tabac;SERVEIS;C. PINTOR FORTUNY núm. 34 Pis BAIXOS;[ 08301 ];Mataró;Maresme;BARCELONA;18.210666762828605;499.0;606;2;0;0;2;0;0;2023
B62120605;3428;MONFRESC, SLL;2001-02-07;[ 4721 ];Comerç al detall de fruites i hortalisses en establiments especialitzats;SERVEIS;C. SANT MARTÍ DE L'ERM núm. 31;[ 08970 ];Sant Joan Despí;Baix Llobregat;BARCELONA;1809.6895171468755;601.0;501;1;1;1;0;0;0;2023
B61409488;1675;JHL CONTEC, SLL;1997-07-16;[ 6202 ];Activitats de consultoria sobre tecnologies de la informació;SERVEIS;C. CALABRIA núm. 202 Pis 4T Porta A;[ 08029 ];Barcelona;Barcelonès;BARCELONA;1842.1982618729942;601.0;510;1;1;1;0;0;0;2023
B25501529;4592;DECORACION MAZAHULLES, SLL;2002-08-23;[ 4759 ];Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats;SERVEIS;C. JAUME II núm. 1 Pis LOCAL Porta 7;[ 25001 ];Lleida;Segrià;LLEIDA;6010.0;5.0;1202;1;1;2;0;0;0;2023
A58234188;74;TRESMODE, SAL;1987-01-14;[ 3109 ];Fabricació d'altres tipus de mobles;INDÚSTRIA;C. SANT MARIÀ núm. 13-15;[ 08221 ];Terrassa;Vallès Occidental;BARCELONA;3973.369153654755;601.0;1100;6;5;0;0;0;0;2023
A58443409;543;INFORMÀTICA DEL VALLÈS, SAL;1988-02-04;[ 514 ];Comerç a l'engròs de productes de consum, diferents dels alimentaris;SERVEIS;CTRA. RIBES núm. 97 Pis 2N;[ 08520 ];Franqueses Del Vallès, Les;Vallès Oriental;BARCELONA;3612.1548687990576;601.0;100;2;1;1;1;0;0;2023
B61455051;1747;DESARROLLO APLICACIONES MARKETING, SLL;1997-12-01;[ 51382 ];Comerç a l'engròs d'altres productes alimentaris;SERVEIS;C. FONERIA núm. 8 Pis 3R Porta 1A;[ 08240 ];Manresa;Bages;BARCELONA;1842.1982618729942;601.0;510;1;1;1;0;0;0;2023
A59201004;1121;TOPBER, SAL;1992-03-30;[ 742 ];Serveis tècnics d'arquitectura i enginyeria, i altres activitats relacionades amb l'assessorament tècnic;SERVEIS;CTRA. COMARCAL 1411 Km. 91;[ 08699 ];Cercs;Berguedà;BARCELONA;36121.55469811162;601.0;1000;2;2;3;2;0;0;2023
B62570189;3689;PEIXATERIA GERMANES COSTA, SLL;2001-06-08;[ 4723 ];Comerç al detall de peix i marisc en establiments especialitzats;SERVEIS;C. SPORT núm. 20;[ 08740 ];Sant Andreu De La Barca;Baix Llobregat;BARCELONA;18.210666762828605;999.0;303;0;2;0;1;0;0;2023
N00002030;424;HERMANS, SAL;1987-11-11;[ 2561 ];Tractament i revestiment de metalls;INDÚSTRIA;C. RECARED núm. 2-4;[ 08005 ];Barcelona;Barcelonès;BARCELONA;3612.1548687990576;3005.0;200;2;2;0;0;0;0;2023
B61915278;2406;VERDAGUER MARTIN AGENCIA DE SEGUROS, SLL;1999-04-16;[ 66011 ];Entitats d'assegurances privades;SERVEIS;C. WILSON núm. 68 Pis 1R;[ 08223 ];Terrassa;Vallès Occidental;BARCELONA;2167.291719255226;601.0;60;1;1;1;0;0;0;2023
B61692489;2085;MATARO PLUS, SLL;1998-09-14;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;CAMÍ RAL núm. 341 Pis BAIXOS;[ 08301 ];Mataró;Maresme;BARCELONA;2167.291719255226;601.0;600;1;1;1;0;0;0;2023
A60048741;1122;PRISMA 2000, SAL;1992-04-08;[ 74 ];Altres activitats empresarials;SERVEIS;C. PUIG I VALLS núm. 14 Pis LOCAL Porta 2;[ 08028 ];Barcelona;Barcelonès;BARCELONA;36121.55469811162;601.0;1000;2;2;1;0;0;0;2023
B62007018;2666;INTER MEDIA MUSIC HALL, SLL;1999-10-20;[ 553 ];Restaurants;SERVEIS;C. VILLA núm. 1 Pis 3R Porta 7A;[ 08190 ];Sant Cugat Del Vallès;Vallès Occidental;BARCELONA;1809.6895171468755;601.0;501;1;1;1;0;0;0;2023
B17607276;2857;PLANTACIO CAMP SUMELL, SLL;2000-02-16;[ 0130 ];Vivers i conreus de plantes ornamentals;AGRICULTURA;C. GOYA núm. 14 Pis 1R;[ 17200 ];Palafrugell;Baix Empordà;GIRONA;1806.0774343995288;601.0;50;1;1;1;1;0;0;2023
A58892407;724;FORN DE SANT MARC, SAL;1988-09-23;[ 1071 ];Fabricació de pa i de productes de fleca i pastisseria frescos;INDÚSTRIA;C. ELCANO núm. 17 Pis BAIXOS;[ 08004 ];Barcelona;Barcelonès;BARCELONA;1806.0774343995288;601.0;50;2;1;1;1;0;0;2023
A58837006;912;CIMENTACIONES Y ESTRUCTURAS LLORENTE MIRON, SAL;1989-06-08;[ 4399 ];Altres activitats especialitzades de la construcció ncaa;CONSTRUCCIÓ;C. MARAGALL núm. 24 Pis 3R Porta 6A;[ 08291 ];Ripollet;Vallès Occidental;BARCELONA;2167.291719255226;601.0;60;3;3;0;0;0;0;2023
A60466265;1388;J.F. FORMULARIOS, SAL;1994-03-28;[ 1712 ];Fabricació de paper i de cartó;INDÚSTRIA;C. AGRICULTURA núm. 21;[ 08840 ];Viladecans;Baix Llobregat;BARCELONA;169410.09459930524;50.0;3200;5;0;0;0;0;18;2023
B61950713;2481;SHOOTING SERVEIS FOTOGRAFICS, SLL;1999-06-02;[ 7420 ];Activitats de fotografia;SERVEIS;C. AULESTIA I PIJOAN núm. 28 Pis BAIXOS;[ 08012 ];Barcelona;Barcelonès;BARCELONA;18.210666762828605;999.0;303;1;1;1;0;0;0;2023
A43352046;1221;DICHER, SAL;1993-03-18;[ 1072 ];Fabricació de galetes i productes de fleca i pastisseria de llarga durada;INDÚSTRIA;C. VELAZQUEZ núm. 26;[ 43870 ];Amposta;Montsià;TARRAGONA;36121.55469811162;60101.0;100;2;1;1;0;0;0;2023
B62802046;4348;ANTIQÜA DE GRACIA, SLL;2002-04-16;[ 4759 ];Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats;SERVEIS;AV. PRÍNCEP D'ASTURIES núm. 57;[ 08012 ];Barcelona;Barcelonès;BARCELONA;3010.0;1.0;3010;1;1;1;1;0;0;2023
A59080093;1003;CANDALIA, SAL;1990-05-08;[ 524 ];Altres tipus de comerç al detall d'articles nous en establiments especialitzats;SERVEIS;RBLA. CATALUNYA núm. 54;[ 08007 ];Barcelona;Barcelonès;BARCELONA;25285.090091714446;601.0;7000;2;2;2;1;0;0;2023
B17590571;2555;MONTSERRAT CONFORT, SLL;1999-07-28;[ 4615 ];Intermediaris del comerç de mobles, articles per a la llar i ferreteria;SERVEIS;C. BARCELONA núm. 168;[ 17001 ];Girona;Gironès;GIRONA;1831.3620136309546;301.0;1014;1;1;1;0;0;0;2023
B61686275;2029;PERRUQUERIA RINTXOS, SLL;1998-07-20;[ 9602 ];Perruqueria i altres tractaments de bellesa;SERVEIS;C. ESTEVE GARRELL núm. 2 Pis TENDA Porta 1;[ 08400 ];Granollers;Vallès Oriental;BARCELONA;1809.6895171468755;601.0;501;1;1;1;0;0;0;2023
B25415522;2362;EQUIP XXI ASSESSORS, SLL;1999-03-19;[ 741 ];Activitats jurídiques, de comptabilitat, tenidoria de llibres, auditoria, assessoria fiscal, estudis de mercat i enquestes d'opinió pública ...;SERVEIS;C. PIRINEUS núm. S/N;[ 25006 ];Lleida;Segrià;LLEIDA;3612.1548687990576;60101.0;10;2;1;1;0;0;0;2023
A43514371;1925;MACYR 6, SAL;1998-05-06;[ 2924 ];Fabricació d'altres tipus de maquinària d'ús general;INDÚSTRIA;pi.  Polígon FRANCOLÍ Parcel·la 19 Nau 17;[ 43006 ];Tarragona;Tarragonès;TARRAGONA;36121.55469811162;601.0;24000;5;0;0;0;0;0;2023
B62172069;3077;GINE-CAR ANGEL, SLL;2000-06-27;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. OLZINELLAS núm. 16;[ 08014 ];Barcelona;Barcelonès;BARCELONA;1809.6895171468755;601.0;501;1;1;1;0;0;0;2023
B61908968;2497;PSICOLOGIA Y QUIROMASAJE CORNELLA, SLL;1999-06-18;[ 85141 ];Activitats sanitàries de professionals independents (excepte els metges);SERVEIS;C. MARIA AURÈLIA CAMPMANY núm. 14 Pis 2N Porta 1A;[ 08940 ];Cornellà De Llobregat;Baix Llobregat;BARCELONA;1806.0774343995288;3005.0;100;1;1;1;1;0;0;2023
A08969123;455;INNOVACIONES Y DESARROLLOS DEL PLASTICO (INPLASAL), SAL;1987-11-26;[ 2229 ];Fabricació d'altres productes de matèries plàstiques;INDÚSTRIA;C. SANTA BARBARA núm. 84;[ 08915 ];Badalona;Barcelonès;BARCELONA;135444.9953722068;601.0;37497;15;14;0;0;0;0;2023
B61723128;2097;AHIDRA SERVICIOS DE INGENIERIA AMBIENTAL, SLL;1998-09-17;[ 742 ];Serveis tècnics d'arquitectura i enginyeria, i altres activitats relacionades amb l'assessorament tècnic;SERVEIS;C. ORFEBRERIA núm. 24;[ 08184 ];Palau-Solità I Plegamans;Vallès Occidental;BARCELONA;24923.875806858752;30051.0;138;1;1;1;0;0;0;2023
B61536769;1820;KOLY COMMODITIES, SLL;1998-02-13;[ 4619 ];Intermediaris del comerç de productes diversos;SERVEIS;C. JAUME BALMES núm. 15 Pis ENTL. Porta 1A;[ 17002 ];Girona;Gironès;GIRONA;7224.309737598115;601.0;200;1;1;1;1;0;0;2023
A61014064;1589;ALSINA FAMTRIPS, SAL;1996-02-13;[ 7911 ];Activitats de les agències de viatges;SERVEIS;gv DE LES CORTS CATALANES núm. 564 Pis 5È Porta 2A;[ 08011 ];Barcelona;Barcelonès;BARCELONA;36121.55469811162;601.0;10000;2;1;2;1;0;0;2023
B62416946;3480;REFORMAS Y TOLDOS SUR-TOM, SLL;2001-03-01;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. GRAN VIA núm. 26 Pis LOCAL Porta 1;[ 08930 ];Sant Adrià De Besòs;Barcelonès;BARCELONA;1806.0774343995288;601.0;500;3;0;0;0;0;0;2023
B62055249;2691;RCV TECMO, SLL;1999-11-04;[ 3109 ];Fabricació d'altres tipus de mobles;INDÚSTRIA;pi. TOMÀS VILADOMIU núm. S/N Polígon ILLA SUD;[ 08650 ];Sallent;Bages;BARCELONA;1842.1982618729942;601.0;510;1;1;1;1;0;0;2023
B61531083;1808;INSTRUMENTS DE COMUNICACIÓ GRAFICA COUSINS, SLL;1998-02-11;[ 1813 ];Activitats de preimpressió i de preparació de suports;INDÚSTRIA;AV. MARE DE DEU DE MONTSERRAT núm. 167 Pis LOCAL;[ 08026 ];Barcelona;Barcelonès;BARCELONA;1806.0774343995288;601.0;500;2;2;0;0;0;0;2023
A25054222;66;TOSTAURAN, SAL;1987-01-08;[ 513 ];Comerç a l'engròs de productes alimentaris, begudes i tabac;SERVEIS;C. PANERA núm. 4;[ 25002 ];Lleida;Segrià;LLEIDA;14448.61947519623;601.0;400;2;2;0;0;0;0;2023
B62297429;3197;MATIC SYSTEMS, SLL;2000-09-27;[ 52488 ];Altres tipus de comerç al detall;SERVEIS;C. ARC DE SANT MARTÍ núm. 49 Pis 2N Porta 1A;[ 08032 ];Barcelona;Barcelonès;BARCELONA;1842.1982618729942;601.0;510;1;1;1;0;0;0;2023
B61841177;2412;ANTOCIGAR, SLL;1999-04-20;[ 553 ];Restaurants;SERVEIS;PG. MARAGALL núm. 176 Pis LOCAL;[ 08027 ];Barcelona;Barcelonès;BARCELONA;1842.1982618729942;601.0;510;2;0;1;0;0;0;2023
B62241567;3014;PLANELEC, SLL;2000-05-19;[ 742 ];Serveis tècnics d'arquitectura i enginyeria, i altres activitats relacionades amb l'assessorament tècnic;SERVEIS;C. PEP VENTURA núm. 20;[ 08400 ];Granollers;Vallès Oriental;BARCELONA;1806.0774343995288;601.0;100;1;1;1;1;0;0;2023
A59828178;1080;SUMINISTROS PROFESIONALES DEL RAMO TEXTIL, SAL;1991-10-17;[ 1330 ];Acabament de tèxtils;INDÚSTRIA;C. PARIS núm. 132;[ 08036 ];Barcelona;Barcelonès;BARCELONA;36121.55469811162;601.0;10000;23;23;1;1;0;0;2023
B62908777;4608;SOBRINO-BERGILLOS-SALA, SLL;2002-09-02;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. GIRONA núm. 73;[ 08400 ];Granollers;Vallès Oriental;BARCELONA;3030.0;101.0;300;1;0;0;0;0;0;2023
A43218551;974;VAL ENDAVANT, SAL;1990-02-05;[ 1419 ];Confecció d'altres tipus de peces de vestir i accessoris;INDÚSTRIA;C. BONAVISTA, C/ 3 núm. 69;[ 43001 ];Tarragona;Tarragonès;TARRAGONA;361.21428485569703;601.0;100;4;4;1;0;0;0;2023
A60354552;1298;INSTALACIONES TELEFÓNICAS VIC, SAL;1993-09-09;[ 4399 ];Altres activitats especialitzades de la construcció ncaa;CONSTRUCCIÓ;AV. GENERALITAT núm. 3;[ 08570 ];Torelló;Osona;BARCELONA;36121.55469811162;3005.0;2000;2;1;1;1;0;0;2023
B62199005;2945;SISTEMAS INVESTMON, SLL;2000-03-30;[ 8030 ];Activitats d'investigació;SERVEIS;C. DAORA núm. 2-4-6 Esc. 3 Pis BAIXOS Porta 1A;[ 08980 ];Sant Feliu De Llobregat;Baix Llobregat;BARCELONA;1809.6895171468755;601.0;501;1;1;0;0;0;0;2023
A60835246;1542;DISK GRAFIC, SAL;1995-06-08;[ 721 ];Consulta d'equips informàtics;SERVEIS;C. BALCELLS núm. 40;[ 08024 ];Barcelona;Barcelonès;BARCELONA;36121.55469811162;601.0;10000;2;1;1;0;0;0;2023
A58619446;823;HEINDECO, SAL;1989-02-23;[ 2573 ];Fabricació d'eines;INDÚSTRIA;C. ALFONSO XII núm. S/N Bloc ROMA Pis LOCAL Porta B-C;[ 08912 ];Badalona;Barcelonès;BARCELONA;21672.93522291539;3005.0;1200;3;3;1;0;0;0;2023
A58236696;479;MONTAJES INDUSTRIALES DEL VIDRIO Y ALUMINIO CATALAN, SAL;1987-12-09;[ 2562 ];Enginyeria mecànica general per compte d'altri;INDÚSTRIA;C. LLULL núm. 385 Pis 3R Porta 1A;[ 08019 ];Barcelona;Barcelonès;BARCELONA;3612.1548687990576;601.0;1000;2;2;0;0;0;0;2023
A08805475;476;METALÚRGICA VALLESANA, SAL;1987-12-07;[ 2550 ];"Forja, estampació i embotició de metalls; pulverimetal·lúrgia";INDÚSTRIA;RBLA. CATALUNYA núm. 54;[ 08007 ];Barcelona;Barcelonès;BARCELONA;24056.95791713245;601.0;666;37;36;1;0;0;0;2023
A58355587;248;GRUP NOU, SAL;1987-06-11;[ 748 ];Activitats empresarials diverses;SERVEIS;C. MUNTANER núm. 475;[ 08021 ];Barcelona;Barcelonès;BARCELONA;36128.77886360631;100189.0;60;2;2;0;0;0;0;2023
A60284544;1260;M.B.MONIA BOSCHETTI, SAL;1993-05-21;[ 4618 ];Intermediaris del comerç especialitzat en la venda d'altres productes;SERVEIS;C. FRANCESC MORAGAS núm. 56 Pis ÀTIC Porta 1A;[ 08901 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;36121.55469811162;601.0;1000;2;2;0;0;0;0;2023
A60281730;1247;SELIND MONTAJES, SAL;1993-04-30;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;CTRA. DE LA ROCA Km. 5,5 Pis 1R Porta LOC;[ 08924 ];Santa Coloma De Gramenet;Barcelonès;BARCELONA;36132.39094635366;601.0;10003;4;3;0;0;0;0;2023
